Device ID,In Service,Activation State,Location,Product,Configuration Pending,Provider,Encryption,Firmware Version,Firmware Update Available,Last Received,Comm Status,Commissioned,Key Date,Key Pending Rotation,Latitude,Longitude,Radio Identifiers,Radio Model,Rx Frequency,SSI,Tx Frequency
54904,true,,WHITEMAR-144RM1,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:22:03.832,Normal,2025-06-16 07:22:32.206,2025-09-16 12:57:34.000,No,40.13614,-75.16713,FlexNetId: 50481779,FlexNet900K24,930.5125 MHz,27,901.8375 MHz
54907,true,,BUCKINGH-344T1294,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:21:25.734,Normal,2025-06-16 07:22:32.485,2025-09-17 12:41:07.000,No,40.3097,-75.19387,FlexNetId: 50481690,FlexNet900K24,930.5125 MHz,40,901.8375 MHz
54909,true,,LINE-2682RMP2,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:22:12.211,Normal,2025-06-16 07:22:32.657,2025-10-06 10:05:25.000,No,39.9671,-75.207,FlexNetId: 50481752,FlexNet900K24,930.5125 MHz,43,901.8375 MHz
54936,true,,BUCKINGH-344RM3,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:22:03.407,Normal,2025-06-16 07:22:36.576,2025-09-17 12:41:06.000,No,40.3114346,-75.142619,FlexNetId: 50481935,FlexNet900K24,930.5125 MHz,41,901.8375 MHz
54939,true,,LINE-2682RMP1,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:22:28.390,Normal,2025-06-16 07:22:36.875,2025-10-06 08:57:20.000,No,39.96809,-75.20131,FlexNetId: 50481787,FlexNet900K24,930.5125 MHz,57,901.8375 MHz
54940,true,,BUCKINGH-342T186,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:19:24.910,Normal,2025-06-16 07:22:36.965,2025-09-17 12:38:48.000,No,40.3512692,-74.9485628,FlexNetId: 50481786,FlexNet900K24,930.5125 MHz,29,901.8375 MHz
54948,true,,LINE-325RMP3,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:21:33.951,Normal,2025-06-16 07:22:37.819,2025-09-16 11:33:11.000,No,39.94506,-75.179798,FlexNetId: 50481695,FlexNet900K24,930.5125 MHz,41,901.8375 MHz
55086,true,,BUCKINGH-362T157,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:22:30.625,Normal,2025-07-31 18:24:17.949,2025-10-21 09:35:13.000,No,40.34696,-75.07309,FlexNetId: 50481639,FlexNet900K24,930.5125 MHz,29,901.8375 MHz
55105,true,,LINE-3200RM1,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:21:46.716,Normal,2025-07-31 18:24:22.087,2025-11-05 16:35:14.000,No,40.09921,-74.86271,FlexNetId: 50481658,FlexNet900K24,930.5125 MHz,41,901.8375 MHz
55116,true,,NESHAMIN-144RM2,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:17:16.062,Normal,2025-07-31 18:24:24.654,2025-10-20 09:32:57.000,No,40.16007,-74.94308,FlexNetId: 50481757,FlexNet900K24,930.5125 MHz,30,901.8375 MHz
54122,true,,JENKINTO-138RM1,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:22:17.282,Normal,2025-10-09 12:21:53.035,2025-10-09 12:21:53.000,No,40.12168,-75.1574,FlexNetId: 50480883,FlexNet900K24,930.5125 MHz,36,901.8375 MHz
55145,true,,FALLS-343T1305,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:20:14.137,Normal,2025-10-11 23:32:10.536,2026-01-02 09:52:20.000,No,40.183376,-74.816586,FlexNetId: 50481825,FlexNet900K24,930.5125 MHz,32,901.8375 MHz
55314,true,,PERKIOME-351T148,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:12:33.750,Normal,2025-10-27 10:39:11.567,2026-04-07 08:35:50.000,No,40.24011,-75.42751,FlexNetId: 50487083,FlexNet900K24,930.5125 MHz,22,901.8375 MHz
55400,true,,LINE-600T164,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:19:23.673,Normal,2025-11-19 08:02:57.879,2026-04-30 12:34:28.000,No,40.14616,-75.39462,FlexNetId: 50487089,FlexNet900K24,930.5375 MHz,40,901.8875 MHz
55408,true,,LINE-10100RM1,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:20:47.634,Normal,2025-11-19 08:02:58.758,2026-04-07 10:40:47.000,No,40.175,-74.85799,FlexNetId: 50487086,FlexNet900K24,930.5125 MHz,68,901.8375 MHz
55422,true,,PERKIOME-343RM1,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:21:09.748,Normal,2025-11-19 08:03:00.587,2026-04-28 13:14:32.000,No,40.21164,-75.50318,FlexNetId: 50487113,FlexNet900K24,930.5125 MHz,47,901.8375 MHz
55529,true,,UPPRPROV-342RM2,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:21:45.436,Normal,2025-11-19 08:03:08.266,2026-04-03 12:56:13.000,No,40.15639,-75.48577,FlexNetId: 50487255,FlexNet900K24,930.5125 MHz,48,901.8375 MHz
55712,true,,FALLS-351T1372,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:09:34.740,Normal,2025-12-19 10:27:26.114,2026-03-11 17:10:46.000,No,40.18239,-74.8202,FlexNetId: 50487185,FlexNet900K24,930.5125 MHz,20,901.8375 MHz
55720,true,,PARRISH-140RMP2,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:19:34.978,Normal,2025-12-19 10:27:27.825,2026-04-15 11:50:45.000,No,39.962518,-75.197244,FlexNetId: 50487409,FlexNet900K24,930.5125 MHz,23,901.8375 MHz
55724,true,,PARRISH-141RMP7,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:16:39.273,Normal,2025-12-19 10:27:28.388,2026-07-21 09:38:37.000,No,39.960462,-75.201903,FlexNetId: 50487265,FlexNet900K24,930.5375 MHz,41,901.8625 MHz
55970,true,,PARRISH-140RMP5,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:19:03.858,Normal,2026-04-02 08:53:28.796,2026-04-15 11:39:19.000,No,39.963461,-75.197189,FlexNetId: 50487367,FlexNet900K24,930.5125 MHz,33,901.8375 MHz
56033,true,,PARRISH-141RMP6,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:22:32.061,Normal,2026-05-05 11:04:28.473,2026-07-21 08:27:31.000,No,39.959478,-75.206457,FlexNetId: 50487711,FlexNet900K24,930.5375 MHz,35,901.8875 MHz
55862,true,,BETZWOOD-341T175,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:16:16.842,Normal,2026-05-22 10:37:58.153,2026-05-22 10:37:58.000,No,40.1424,-75.46367,FlexNetId: 50487353,FlexNet900K24,930.5125 MHz,38,901.8375 MHz
55859,true,,LINTON-343T200,RTMx,No,FlexNet,Enabled,4110005,No,2026-07-29 09:13:33.693,Normal,2026-05-22 12:11:37.139,2026-05-22 12:11:37.000,No,40.21369,-74.9624,FlexNetId: 50487209,FlexNet900K24,930.5375 MHz,35,901.8875 MHz
44681,false,,RMA - NEWSQUA-144RMP2,RTM II+,No,FlexNet,Enabled,2080,Not Applicable,2020-09-22 12:04:48.733,Not in Service,2019-02-12 11:16:50.357,2019-11-11 12:53:24.000,No,39.98194,-75.36153,FlexNetId: 50409821,FlexNet900,930.5375 MHz,48,901.8875 MHz
54086,false,,REMOVED - CROYDON-141T1170,RTMx,No,FlexNet,Enabled,4110005,Not Applicable,2025-07-29 08:54:17.201,Not in Service,2024-10-17 10:05:36.632,2025-02-18 15:08:51.000,Yes,40.0921888,-74.9066335,FlexNetId: 50480683,FlexNet900K24,930.5125 MHz,20,901.8375 MHz
42127,false,,REMOVED - PERKIOME-343T124,RTM II+,No,FlexNet,Enabled,4100004,Not Applicable,2024-10-30 09:54:34.382,Not in Service,2018-04-13 09:39:43.961,2024-02-02 17:41:03.000,No,40.229695,-75.557842,FlexNetId: 50408538,FlexNet900,930.5375 MHz,8,901.8625 MHz
48744,false,,RMA - Encryption,RTM II+,Yes,FlexNet,Disabled,2080,Not Applicable,2020-12-08 11:41:19.275,Not in Service,2020-12-02 10:01:37.954,2020-12-08 11:24:25.000,No,,,FlexNetId: 50530933,FlexNet900,930.5125 MHz,66,901.8375 MHz
54588,false,,,RTMx,No,FlexNet,Enabled,4110005,Not Applicable,2025-06-05 11:02:55.810,Not in Service,2025-03-06 17:16:07.403,2025-06-05 10:50:13.000,Yes,,,FlexNetId: 50481132,FlexNet900K24,930.5125 MHz,43,901.8375 MHz
54587,false,,REMOVED - CROYDON-141T1170,RTMx,Yes,FlexNet,Enabled,4110005,Not Applicable,2025-07-29 13:39:34.238,Not in Service,2025-05-30 13:02:50.408,2025-06-05 10:31:32.000,Yes,40.0921888,-74.9066335,FlexNetId: 50481187,FlexNet900K24,930.5125 MHz,52,901.8375 MHz
